method,function_name,success_rate,validation_rate,avg_generation,avg_evaluations,median_evaluations,avg_runtime,median_runtime,avg_best_fitness,total_runs
RANDOM,number_kind,77.77777777777779,77.77777777777779,0.0,306.2111111111111,2.0,0.00021898011521744934,3.312481567263603e-06,0.4222222222222222,90
RANDOM,sign_type,76.66666666666667,76.66666666666667,0.0,286.5111111111111,4.0,0.0001732786328324693,4.1460152715444565e-06,0.5777777777777777,90
RANDOM,string_category,80.66666666666666,80.66666666666666,0.0,205.49333333333334,5.5,0.0003771152952685832,1.3415992725640535e-05,0.19333333333333333,150
HILL_CLIMBING,number_kind,100.0,100.0,28.5,29.5,2.0,4.6581827983665056e-05,5.354464519768953e-06,0.0,90
HILL_CLIMBING,sign_type,100.0,100.0,35.266666666666666,36.266666666666666,15.5,5.2093098767916796e-05,2.6229012291878462e-05,0.0,90
HILL_CLIMBING,string_category,85.33333333333334,85.33333333333334,350.81333333333333,1536.88,56.5,0.0023128036394094178,0.00010093749733639979,0.14666666666666667,150
GA_FIXED,number_kind,100.0,100.0,2.522222222222222,281.77777777777777,80.0,0.0008287264318722639,5.637493450194597e-05,0.0,90
GA_FIXED,sign_type,100.0,100.0,2.6777777777777776,294.22222222222223,80.0,0.0008593138514293406,5.4500007536262274e-05,0.0,90
GA_FIXED,string_category,80.0,80.0,0.0,1680.0,80.0,0.00640904135303567,0.00015516701387235,0.2,150
GA_ADAPTIVE,number_kind,100.0,100.0,2.8555555555555556,308.44444444444446,80.0,0.0009151503547198046,4.897901089861989e-05,0.0,90
GA_ADAPTIVE,sign_type,100.0,100.0,2.7333333333333334,298.6666666666667,80.0,0.0008734342254077259,5.3021067287772894e-05,0.0,90
GA_ADAPTIVE,string_category,84.66666666666667,84.66666666666667,1.6933333333333334,1442.1333333333334,80.0,0.005914024712983476,0.00015443749725815002,0.15333333333333332,150
