method,function_name,target,success_rate,validation_rate,avg_generation,avg_evaluations,median_evaluations,avg_runtime,median_runtime,avg_best_fitness,total_runs
RANDOM,number_kind,even,100.0,100.0,0.0,1.8,1.0,3.2139049532512824e-06,2.041459083557129e-06,0.0,30
RANDOM,number_kind,odd,100.0,100.0,0.0,1.6333333333333333,1.0,2.4152686819434166e-06,2.1670712158083916e-06,0.0,30
RANDOM,number_kind,zero,33.33333333333333,33.33333333333333,0.0,915.2,1000.0,0.0006513111720171534,0.0006851669168099,1.2666666666666666,30
RANDOM,sign_type,negative,100.0,100.0,0.0,5.9,4.0,5.45970785121123e-06,4.1460152715444565e-06,0.0,30
RANDOM,sign_type,positive,100.0,100.0,0.0,1.1,1.0,1.948489807546139e-06,1.7705606296658516e-06,0.0,30
RANDOM,sign_type,zero,30.0,30.0,0.0,852.5333333333333,1000.0,0.0005124277008386505,0.00059037498431275,1.7333333333333334,30
RANDOM,string_category,empty,100.0,100.0,0.0,15.666666666666666,9.0,3.2216667508082545e-05,2.091651549562812e-05,0.0,30
RANDOM,string_category,long_non_palindrome,100.0,100.0,0.0,1.5666666666666667,1.0,4.3013986820975935e-06,4.125526174902916e-06,0.0,30
RANDOM,string_category,long_palindrome,3.3333333333333335,3.3333333333333335,0.0,990.0,1000.0,0.00180440555947517,0.0018119164742529,0.9666666666666667,30
RANDOM,string_category,other,100.0,100.0,0.0,3.8666666666666667,3.0,9.476401222248873e-06,7.812515832483768e-06,0.0,30
RANDOM,string_category,short_palindrome,100.0,100.0,0.0,16.366666666666667,13.0,3.517644945531699e-05,2.879154635593295e-05,0.0,30
HILL_CLIMBING,number_kind,even,100.0,100.0,0.6666666666666666,1.6666666666666667,1.0,4.437422224630912e-06,2.9370421543717384e-06,0.0,30
HILL_CLIMBING,number_kind,odd,100.0,100.0,0.7,1.7,1.5,4.420767072588205e-06,4.020519554615021e-06,0.0,30
HILL_CLIMBING,number_kind,zero,100.0,100.0,84.13333333333334,85.13333333333334,88.0,0.00013088729465377604,0.00013189599849279998,0.0,30
HILL_CLIMBING,sign_type,negative,100.0,100.0,22.033333333333335,23.033333333333335,15.5,3.816943693284962e-05,2.6229012291878462e-05,0.0,30
HILL_CLIMBING,sign_type,positive,100.0,100.0,0.36666666666666664,1.3666666666666667,1.0,3.3139251172542574e-06,2.5840126909315586e-06,0.0,30
HILL_CLIMBING,sign_type,zero,100.0,100.0,83.4,84.4,85.5,0.00011479593425364652,0.0001148959854617,0.0,30
HILL_CLIMBING,string_category,empty,100.0,100.0,149.46666666666667,150.46666666666667,69.5,0.0002811042359098486,0.00012881250586355,0.0,30
HILL_CLIMBING,string_category,long_non_palindrome,100.0,100.0,14.0,15.0,1.0,2.753749334563426e-05,4.708010237663984e-06,0.0,30
HILL_CLIMBING,string_category,long_palindrome,26.666666666666668,26.666666666666668,1426.5333333333333,7352.866666666667,8081.0,0.010992084688041309,0.01199016650207335,0.7333333333333333,30
HILL_CLIMBING,string_category,other,100.0,100.0,65.63333333333334,66.63333333333334,39.0,0.00010724860476328426,7.064553210511804e-05,0.0,30
HILL_CLIMBING,string_category,short_palindrome,100.0,100.0,98.43333333333334,99.43333333333334,23.5,0.00015604317498701075,4.2396015487611294e-05,0.0,30
GA_FIXED,number_kind,even,100.0,100.0,0.0,80.0,80.0,5.586812039837241e-05,5.552044603973627e-05,0.0,30
GA_FIXED,number_kind,odd,100.0,100.0,0.0,80.0,80.0,5.6037551257759335e-05,5.5729527957737446e-05,0.0,30
GA_FIXED,number_kind,zero,100.0,100.0,7.566666666666666,685.3333333333334,600.0,0.0023742736239606597,0.00215549999848,0.0,30
GA_FIXED,sign_type,negative,100.0,100.0,0.0,80.0,80.0,5.487908298770587e-05,5.4500007536262274e-05,0.0,30
GA_FIXED,sign_type,positive,100.0,100.0,0.0,80.0,80.0,5.066537220651905e-05,5.031254841014743e-05,0.0,30
GA_FIXED,sign_type,zero,100.0,100.0,8.033333333333333,722.6666666666666,680.0,0.002472397099093797,0.0023762494092806497,0.0,30
GA_FIXED,string_category,empty,100.0,100.0,0.0,80.0,80.0,0.00015398745890701665,0.00015229149721555002,0.0,30
GA_FIXED,string_category,long_non_palindrome,100.0,100.0,0.0,80.0,80.0,0.00015375690224265335,0.00015274947509165,0.0,30
GA_FIXED,string_category,long_palindrome,0.0,0.0,0.0,8080.0,8080.0,0.03143130970032262,0.0314320420147851,1.0,30
GA_FIXED,string_category,other,100.0,100.0,0.0,80.0,80.0,0.00015385557198891998,0.00015379203250625,0.0,30
GA_FIXED,string_category,short_palindrome,100.0,100.0,0.0,80.0,80.0,0.00015229713171714668,0.0001516454503871,0.0,30
GA_ADAPTIVE,number_kind,even,100.0,100.0,0.0,80.0,80.0,4.8748469756295286e-05,4.852103302255273e-05,0.0,30
GA_ADAPTIVE,number_kind,odd,100.0,100.0,0.0,80.0,80.0,4.8733234871178864e-05,4.879198968410492e-05,0.0,30
GA_ADAPTIVE,number_kind,zero,100.0,100.0,8.566666666666666,765.3333333333334,760.0,0.00264796935953194,0.0026108539896085503,0.0,30
GA_ADAPTIVE,sign_type,negative,100.0,100.0,0.0,80.0,80.0,5.303875853617986e-05,5.3021067287772894e-05,0.0,30
GA_ADAPTIVE,sign_type,positive,100.0,100.0,0.0,80.0,80.0,4.645135486498475e-05,4.518800415098667e-05,0.0,30
GA_ADAPTIVE,sign_type,zero,100.0,100.0,8.2,736.0,720.0,0.0025208125628220133,0.0024537499994038998,0.0,30
GA_ADAPTIVE,string_category,empty,100.0,100.0,0.0,80.0,80.0,0.00015245268198968,0.00015170796541495,0.0,30
GA_ADAPTIVE,string_category,long_non_palindrome,100.0,100.0,0.0,80.0,80.0,0.0001522555404031733,0.00015220855129875,0.0,30
GA_ADAPTIVE,string_category,long_palindrome,23.333333333333332,23.333333333333332,8.466666666666667,6890.666666666667,8080.0,0.028959363861940757,0.03374120802618555,0.7666666666666667,30
GA_ADAPTIVE,string_category,other,100.0,100.0,0.0,80.0,80.0,0.00015367224114011665,0.0001523125101812,0.0,30
GA_ADAPTIVE,string_category,short_palindrome,100.0,100.0,0.0,80.0,80.0,0.00015237923944365334,0.00015252048615365,0.0,30
