model,method,function_name,target,run_id,found,validated,best_chromosome,best_fitness,reached_branch,generation,evaluations,runtime
openai_gpt_oss_20b,RANDOM,number_kind,zero,0,False,False,[2],2.0,,0,1000,0.0008182920282706618
openai_gpt_oss_20b,RANDOM,number_kind,zero,1,True,True,[0],0.0,zero,0,736,0.0005834999028593302
openai_gpt_oss_20b,RANDOM,number_kind,zero,2,False,False,[-4],4.0,,0,1000,0.0007873750291764736
openai_gpt_oss_20b,RANDOM,number_kind,zero,3,False,False,[-3],3.0,,0,1000,0.0007875419687479734
openai_gpt_oss_20b,RANDOM,number_kind,zero,4,True,True,[0],0.0,zero,0,280,0.00022024998906999826
openai_gpt_oss_20b,RANDOM,number_kind,zero,5,False,False,[2],2.0,,0,1000,0.0007965839467942715
openai_gpt_oss_20b,RANDOM,number_kind,zero,6,False,False,[1],1.0,,0,1000,0.0007375419372692704
openai_gpt_oss_20b,RANDOM,number_kind,zero,7,True,True,[0],0.0,zero,0,625,0.0004676670068874955
openai_gpt_oss_20b,RANDOM,number_kind,zero,8,False,False,[-2],2.0,,0,1000,0.0007257080869749188
openai_gpt_oss_20b,RANDOM,number_kind,zero,9,False,False,[1],1.0,,0,1000,0.0007315000984817743
openai_gpt_oss_20b,RANDOM,number_kind,zero,10,False,False,[-2],2.0,,0,1000,0.0007292090449482203
openai_gpt_oss_20b,RANDOM,number_kind,zero,11,False,False,[1],1.0,,0,1000,0.0007121660746634007
openai_gpt_oss_20b,RANDOM,number_kind,zero,12,False,False,[1],1.0,,0,1000,0.0007245000451803207
openai_gpt_oss_20b,RANDOM,number_kind,zero,13,False,False,[-3],3.0,,0,1000,0.0007295000832527876
openai_gpt_oss_20b,RANDOM,number_kind,zero,14,False,False,[-3],3.0,,0,1000,0.0007081670919433236
openai_gpt_oss_20b,RANDOM,number_kind,zero,15,False,False,[-2],2.0,,0,1000,0.0006785419536754489
openai_gpt_oss_20b,RANDOM,number_kind,zero,16,False,False,[1],1.0,,0,1000,0.0006907500792294741
openai_gpt_oss_20b,RANDOM,number_kind,zero,17,False,False,[1],1.0,,0,1000,0.0006931660464033484
openai_gpt_oss_20b,RANDOM,number_kind,zero,18,True,True,[0],0.0,zero,0,878,0.0006047500064596534
openai_gpt_oss_20b,RANDOM,number_kind,zero,19,False,False,[-1],1.0,,0,1000,0.00068612489849329
openai_gpt_oss_20b,RANDOM,number_kind,zero,20,True,True,[0],0.0,zero,0,689,0.00047683296725153923
openai_gpt_oss_20b,RANDOM,number_kind,zero,21,True,True,[0],0.0,zero,0,976,0.0006661249790340662
openai_gpt_oss_20b,RANDOM,number_kind,zero,22,False,False,[1],1.0,,0,1000,0.0006842089351266623
openai_gpt_oss_20b,RANDOM,number_kind,zero,23,True,True,[0],0.0,zero,0,621,0.0004211670020595193
openai_gpt_oss_20b,RANDOM,number_kind,zero,24,True,True,[0],0.0,zero,0,830,0.0005424170522019267
openai_gpt_oss_20b,RANDOM,number_kind,zero,25,True,True,[0],0.0,zero,0,941,0.0006105420179665089
openai_gpt_oss_20b,RANDOM,number_kind,zero,26,False,False,[-1],1.0,,0,1000,0.0006512079853564501
openai_gpt_oss_20b,RANDOM,number_kind,zero,27,False,False,[-5],5.0,,0,1000,0.0006511659594252706
openai_gpt_oss_20b,RANDOM,number_kind,zero,28,True,True,[0],0.0,zero,0,880,0.0005704580107703805
openai_gpt_oss_20b,RANDOM,number_kind,zero,29,False,False,[-1],1.0,,0,1000,0.0006523749325424433
openai_gpt_oss_20b,RANDOM,number_kind,even,0,True,True,[1390],0.0,even,0,5,5.708076059818268e-06
openai_gpt_oss_20b,RANDOM,number_kind,even,1,True,True,[2454],0.0,even,0,1,1.999898813664913e-06
openai_gpt_oss_20b,RANDOM,number_kind,even,2,True,True,[730],0.0,even,0,1,1.9170111045241356e-06
openai_gpt_oss_20b,RANDOM,number_kind,even,3,True,True,[2686],0.0,even,0,1,1.9579892978072166e-06
openai_gpt_oss_20b,RANDOM,number_kind,even,4,True,True,[250],0.0,even,0,1,1.8749851733446121e-06
openai_gpt_oss_20b,RANDOM,number_kind,even,5,True,True,[98],0.0,even,0,1,1.6000005416572094e-05
openai_gpt_oss_20b,RANDOM,number_kind,even,6,True,True,[1062],0.0,even,0,1,3.625056706368923e-06
openai_gpt_oss_20b,RANDOM,number_kind,even,7,True,True,[2676],0.0,even,0,1,2.500019036233425e-06
openai_gpt_oss_20b,RANDOM,number_kind,even,8,True,True,[2732],0.0,even,0,1,1.958920620381832e-06
openai_gpt_oss_20b,RANDOM,number_kind,even,9,True,True,[1120],0.0,even,0,1,1.9170111045241356e-06
openai_gpt_oss_20b,RANDOM,number_kind,even,10,True,True,[430],0.0,even,0,2,3.584078513085842e-06
openai_gpt_oss_20b,RANDOM,number_kind,even,11,True,True,[-24],0.0,even,0,6,6.624963134527206e-06
openai_gpt_oss_20b,RANDOM,number_kind,even,12,True,True,[-116],0.0,even,0,1,2.125045284628868e-06
openai_gpt_oss_20b,RANDOM,number_kind,even,13,True,True,[-456],0.0,even,0,1,1.9579892978072166e-06
openai_gpt_oss_20b,RANDOM,number_kind,even,14,True,True,[2226],0.0,even,0,3,4.041008651256561e-06
openai_gpt_oss_20b,RANDOM,number_kind,even,15,True,True,[918],0.0,even,0,3,3.500026650726795e-06
openai_gpt_oss_20b,RANDOM,number_kind,even,16,True,True,[1838],0.0,even,0,1,1.9170111045241356e-06
openai_gpt_oss_20b,RANDOM,number_kind,even,17,True,True,[284],0.0,even,0,1,1.915963366627693e-06
openai_gpt_oss_20b,RANDOM,number_kind,even,18,True,True,[1260],0.0,even,0,1,1.8749851733446121e-06
openai_gpt_oss_20b,RANDOM,number_kind,even,19,True,True,[222],0.0,even,0,1,1.875101588666439e-06
openai_gpt_oss_20b,RANDOM,number_kind,even,20,True,True,[422],0.0,even,0,3,3.7079444155097008e-06
openai_gpt_oss_20b,RANDOM,number_kind,even,21,True,True,[234],0.0,even,0,1,1.9170111045241356e-06
openai_gpt_oss_20b,RANDOM,number_kind,even,22,True,True,[1102],0.0,even,0,1,1.9170111045241356e-06
openai_gpt_oss_20b,RANDOM,number_kind,even,23,True,True,[2384],0.0,even,0,1,1.8749851733446121e-06
openai_gpt_oss_20b,RANDOM,number_kind,even,24,True,True,[-464],0.0,even,0,1,2.0830193534493446e-06
openai_gpt_oss_20b,RANDOM,number_kind,even,25,True,True,[2038],0.0,even,0,3,3.6249402910470963e-06
openai_gpt_oss_20b,RANDOM,number_kind,even,26,True,True,[1044],0.0,even,0,6,5.749985575675964e-06
openai_gpt_oss_20b,RANDOM,number_kind,even,27,True,True,[4],0.0,even,0,1,2.0830193534493446e-06
openai_gpt_oss_20b,RANDOM,number_kind,even,28,True,True,[-22],0.0,even,0,1,1.9170111045241356e-06
