method,function_name,target,success_rate,validation_rate,avg_generation,avg_evaluations,median_evaluations,avg_runtime,median_runtime,avg_best_fitness,total_runs
RANDOM,bmi_category,invalid_height,0.0,0.0,0.0,1000.0,1000.0,0.00071111524011934,0.0007057085167616001,3.0717017030476197,30
RANDOM,bmi_category,normal,43.333333333333336,43.333333333333336,0.0,743.5666666666667,1000.0,0.000558688770979602,0.0007259790436363999,2.827439457172798,30
RANDOM,bmi_category,obese,83.33333333333334,83.33333333333334,0.0,426.5,371.5,0.0002982068651665794,0.00025974994059645,2.8905007804130425,30
RANDOM,bmi_category,overweight,26.666666666666668,26.666666666666668,0.0,898.0666666666667,1000.0,0.0006654249465402967,0.0007231250638142,6.272945559235163,30
RANDOM,bmi_category,underweight,100.0,100.0,0.0,1.0,1.0,1.950073055922985e-06,1.874985173344612e-06,0.0,30
RANDOM,list_pattern,sorted_unique,100.0,100.0,0.0,11.633333333333333,9.5,3.0029235252487426e-05,2.5916495360434055e-05,0.0,30
RANDOM,list_pattern,sorted_with_duplicates,100.0,100.0,0.0,124.23333333333333,85.0,0.0002596542394409266,0.0001896875328384,0.0,30
RANDOM,list_pattern,too_short,100.0,100.0,0.0,3.9,3.0,1.1852690173933903e-05,8.853967301547527e-06,0.0,30
RANDOM,list_pattern,unsorted_unique,100.0,100.0,0.0,1.9666666666666666,2.0,6.002773686001698e-06,5.187524948269129e-06,0.0,30
RANDOM,list_pattern,unsorted_with_duplicates,100.0,100.0,0.0,6.433333333333334,5.0,1.6661182356377444e-05,1.2020987924188375e-05,0.0,30
RANDOM,number_kind,even,100.0,100.0,0.0,2.0,1.0,2.711010165512562e-06,2.062530256807804e-06,0.0,30
RANDOM,number_kind,odd,100.0,100.0,0.0,1.8666666666666667,1.5,2.6277964934706686e-06,2.416956704109907e-06,0.0,30
RANDOM,number_kind,zero,43.333333333333336,43.333333333333336,0.0,781.4333333333333,1000.0,0.00045480253562947326,0.0005565829342231,1.1666666666666667,30
RANDOM,password_strength,medium,100.0,100.0,0.0,4.1,3.0,1.3754148191461961e-05,1.1396012268960476e-05,0.0,30
RANDOM,password_strength,strong,100.0,100.0,0.0,2.1666666666666665,2.0,7.883428285519282e-06,7.395981810986996e-06,0.0,30
RANDOM,password_strength,weak_no_digit_upper,26.666666666666668,26.666666666666668,0.0,862.5333333333333,1000.0,0.00226194573333482,0.00261754152597855,0.7333333333333333,30
RANDOM,password_strength,weak_short,100.0,100.0,0.0,3.3333333333333335,3.0,1.2484763283282519e-05,1.0542047675698996e-05,0.0,30
RANDOM,pin_pattern,all_same,0.0,0.0,0.0,1000.0,1000.0,0.0014339625408562068,0.00145522906677795,290.1,30
