model,method,function_name,target,run_id,found,validated,best_chromosome,best_fitness,reached_branch,generation,evaluations,runtime
gemini_2_5_flash,RANDOM,bmi_category,invalid_height,0,False,False,"[993.0294615572111, 8.399088729839077]",8.399089729839076,,0,1000,0.0007962919771671295
gemini_2_5_flash,RANDOM,bmi_category,invalid_height,1,False,False,"[2078.4605054333715, 7.828319933114725]",7.828320933114725,,0,1000,0.000787207973189652
gemini_2_5_flash,RANDOM,bmi_category,invalid_height,2,False,False,"[2276.431513045696, 1.4260543567798933]",1.4260553567798933,,0,1000,0.0007742911111563444
gemini_2_5_flash,RANDOM,bmi_category,invalid_height,3,False,False,"[239.34893439283744, 1.488576901045091]",1.488577901045091,,0,1000,0.000737000023946166
gemini_2_5_flash,RANDOM,bmi_category,invalid_height,4,False,False,"[2740.7842828293888, 0.6895683668849406]",0.6895693668849406,,0,1000,0.000735500012524426
gemini_2_5_flash,RANDOM,bmi_category,invalid_height,5,False,False,"[2579.096863350956, 3.8166972347111194]",3.8166982347111196,,0,1000,0.0007340000011026859
gemini_2_5_flash,RANDOM,bmi_category,invalid_height,6,False,False,"[439.39295075617855, 0.874188128072384]",0.874189128072384,,0,1000,0.0007314580725505948
gemini_2_5_flash,RANDOM,bmi_category,invalid_height,7,False,False,"[551.5170342368086, 0.27586675902468993]",0.2758677590246899,,0,1000,0.0007330420194193721
gemini_2_5_flash,RANDOM,bmi_category,invalid_height,8,False,False,"[2105.275729123387, 0.4636737988308326]",0.46367479883083257,,0,1000,0.000735832960344851
gemini_2_5_flash,RANDOM,bmi_category,invalid_height,9,False,False,"[2144.386919378535, 6.626837874950997]",6.626838874950997,,0,1000,0.0007320420118048787
gemini_2_5_flash,RANDOM,bmi_category,invalid_height,10,False,False,"[804.5419107448377, 0.93210497890861]",0.93210597890861,,0,1000,0.0007182079134508967
gemini_2_5_flash,RANDOM,bmi_category,invalid_height,11,False,False,"[1038.0099072646847, 0.7462416932271232]",0.7462426932271232,,0,1000,0.0007035000016912818
gemini_2_5_flash,RANDOM,bmi_category,invalid_height,12,False,False,"[1739.264517469287, 1.3869806766244608]",1.3869816766244607,,0,1000,0.0007027910323813558
gemini_2_5_flash,RANDOM,bmi_category,invalid_height,13,False,False,"[2485.125753743027, 4.619737747043939]",4.6197387470439395,,0,1000,0.0007099170470610261
gemini_2_5_flash,RANDOM,bmi_category,invalid_height,14,False,False,"[2666.490615110154, 3.29125890237425]",3.29125990237425,,0,1000,0.0007122090319171548
gemini_2_5_flash,RANDOM,bmi_category,invalid_height,15,False,False,"[67.12415195731137, 0.8126795072264104]",0.8126805072264104,,0,1000,0.0007099999347701669
gemini_2_5_flash,RANDOM,bmi_category,invalid_height,16,False,False,"[2558.8397497228584, 3.1076313347864204]",3.1076323347864205,,0,1000,0.0007079170318320394
