model,method,function_name,target,run_id,found,validated,best_chromosome,best_fitness,reached_branch,generation,evaluations,runtime
openai_gpt_oss_120b,GA_FIXED,bmi_category,invalid_height,0,True,True,"[641.7039923696487, 0.0]",0.0,invalid_height,37,3040,0.01756375003606081
openai_gpt_oss_120b,GA_FIXED,bmi_category,invalid_height,1,True,True,"[2041.08551734808, 0.0]",0.0,invalid_height,25,2080,0.01038766698911786
openai_gpt_oss_120b,GA_FIXED,bmi_category,invalid_height,2,True,True,"[1981.3947909308445, 0.0]",0.0,invalid_height,30,2480,0.01154104107990861
openai_gpt_oss_120b,GA_FIXED,bmi_category,invalid_height,3,True,True,"[867.0154052306472, 0.0]",0.0,invalid_height,11,960,0.004210209008306265
openai_gpt_oss_120b,GA_FIXED,bmi_category,invalid_height,4,True,True,"[119.02466645692827, 0.0]",0.0,invalid_height,24,2000,0.008652874967083335
openai_gpt_oss_120b,GA_FIXED,bmi_category,invalid_height,5,True,True,"[2090.258010897024, 0.0]",0.0,invalid_height,61,4960,0.021999290911480784
openai_gpt_oss_120b,GA_FIXED,bmi_category,invalid_height,6,True,True,"[1080.4447095434994, 0.0]",0.0,invalid_height,22,1840,0.008045208058319986
openai_gpt_oss_120b,GA_FIXED,bmi_category,invalid_height,7,True,True,"[2346.806377936343, 0.0]",0.0,invalid_height,18,1520,0.006510416977107525
openai_gpt_oss_120b,GA_FIXED,bmi_category,invalid_height,8,True,True,"[128.68659435712738, 0.0]",0.0,invalid_height,35,2880,0.012271542102098465
openai_gpt_oss_120b,GA_FIXED,bmi_category,invalid_height,9,True,True,"[1321.446114871946, 0.0]",0.0,invalid_height,2,240,0.0007993750041350722
openai_gpt_oss_120b,GA_FIXED,bmi_category,invalid_height,10,True,True,"[2456.3510999277073, 0.0]",0.0,invalid_height,6,560,0.002175375004298985
openai_gpt_oss_120b,GA_FIXED,bmi_category,invalid_height,11,True,True,"[2449.9706704442524, 0.0]",0.0,invalid_height,14,1200,0.005044333986006677
openai_gpt_oss_120b,GA_FIXED,bmi_category,invalid_height,12,True,True,"[678.2029603972871, 0.0]",0.0,invalid_height,12,1040,0.00432366703171283
openai_gpt_oss_120b,GA_FIXED,bmi_category,invalid_height,13,True,True,"[2022.9985950392092, 0.0]",0.0,invalid_height,40,3280,0.014282166957855225
openai_gpt_oss_120b,GA_FIXED,bmi_category,invalid_height,14,True,True,"[1783.035418253532, 0.0]",0.0,invalid_height,3,320,0.0011124579468742013
openai_gpt_oss_120b,GA_FIXED,bmi_category,invalid_height,15,True,True,"[485.3247069551394, 0.0]",0.0,invalid_height,10,880,0.0035946250427514315
openai_gpt_oss_120b,GA_FIXED,bmi_category,invalid_height,16,True,True,"[771.0993358175532, 0.0]",0.0,invalid_height,37,3040,0.013236041995696723
openai_gpt_oss_120b,GA_FIXED,bmi_category,invalid_height,17,True,True,"[2391.264458339637, 0.0]",0.0,invalid_height,26,2160,0.009265249944292009
openai_gpt_oss_120b,GA_FIXED,bmi_category,invalid_height,18,True,True,"[1089.1816707141425, 0.0]",0.0,invalid_height,36,2960,0.012824375065974891
openai_gpt_oss_120b,GA_FIXED,bmi_category,invalid_height,19,True,True,"[1387.4422399739688, 0.0]",0.0,invalid_height,45,3680,0.016018291004002094
openai_gpt_oss_120b,GA_FIXED,bmi_category,invalid_height,20,True,True,"[1065.5904265668082, 0.0]",0.0,invalid_height,32,2640,0.011377124930731952
