method,function_name,success_rate,validation_rate,avg_generation,avg_evaluations,median_evaluations,avg_runtime,median_runtime,avg_best_fitness,total_runs
RANDOM,bmi_category,50.66666666666667,50.66666666666667,0.0,613.8266666666667,928.5,0.0004651902863406182,0.0006799999973736,3.0125174999737245,150
RANDOM,list_pattern,100.0,100.0,0.0,29.633333333333333,5.0,6.397667331232156e-05,1.2354001228231937e-05,0.0,150
RANDOM,number_kind,81.11111111111111,81.11111111111111,0.0,261.76666666666665,2.0,0.00014595234501432478,2.8130016289651394e-06,0.3888888888888889,90
RANDOM,password_strength,81.66666666666667,81.66666666666667,0.0,218.03333333333333,3.0,0.0005571002753034188,1.2583004718180746e-05,0.18333333333333332,120
RANDOM,pin_pattern,25.0,25.0,0.0,750.25,1000.0,0.0010790597586795168,0.00135572899307585,319.64166666666665,120
RANDOM,shipping_discount,80.0,80.0,0.0,207.28,5.0,0.00035280056734335584,1.0853997082449496e-05,0.2262800398398417,150
RANDOM,sign_type,73.33333333333333,73.33333333333333,0.0,305.3666666666667,4.5,0.00015949166683840694,4.437497409526259e-06,0.6666666666666666,90
RANDOM,string_category,80.0,80.0,0.0,207.56,7.0,0.0004190102988892749,1.622900163056329e-05,0.2,150
RANDOM,transaction_pattern,83.88888888888889,83.88888888888889,0.0,175.4777777777778,8.5,0.0003802733777168364,2.0958003005944192e-05,2.2777777777777777,180
RANDOM,triangle_type,78.0,78.0,0.0,355.3066666666667,133.5,0.0009234336657876174,0.00027566700009625,3.58,150
RANDOM,username_category,83.33333333333334,83.33333333333334,0.0,172.7,5.0,0.0005323896000239278,2.068749745376408e-05,0.16666666666666666,180
HILL_CLIMBING,bmi_category,100.0,100.0,221.81333333333333,222.81333333333333,214.5,0.00034892276676445644,0.00033566649653945,0.0,150
HILL_CLIMBING,list_pattern,100.0,100.0,18.3,19.3,10.0,5.022332033452273e-05,3.645849210442975e-05,0.0,150
HILL_CLIMBING,number_kind,100.0,100.0,28.0,29.0,2.0,3.5277799664371377e-05,4.8125002649612725e-06,0.0,90
HILL_CLIMBING,password_strength,100.0,100.0,208.46666666666667,209.475,20.0,0.00041636431560617104,4.8208501539193094e-05,0.0,120
HILL_CLIMBING,pin_pattern,52.5,52.5,1473.9083333333333,4023.7916666666665,1280.0,0.007788288906885973,0.0027769789958256,1.3,120
HILL_CLIMBING,shipping_discount,80.0,80.0,20.093333333333334,1626.9466666666667,9.5,0.0036931327458781375,3.110399120487273e-05,0.2,150
HILL_CLIMBING,sign_type,100.0,100.0,32.13333333333333,33.13333333333333,10.0,3.917733281720868e-05,1.4791497960686684e-05,0.0,90
HILL_CLIMBING,string_category,86.66666666666667,86.66666666666667,268.32,1346.4133333333334,18.5,0.0023072214531324074,3.760400431929156e-05,0.13333333333333333,150
