method,function_name,target,success_rate,validation_rate,avg_generation,avg_evaluations,median_evaluations,avg_runtime,median_runtime,avg_best_fitness,total_runs
RANDOM,bmi_category,invalid_height,0.0,0.0,0.0,1000.0,1000.0,0.0007863332997657734,0.0007800835010129,3.0717017030476197,30
RANDOM,pin_pattern,all_same,0.0,0.0,0.0,1000.0,1000.0,0.0013586417325616635,0.00134866699954725,290.1,30
RANDOM,pin_pattern,ordered_sum_20,0.0,0.0,0.0,1000.0,1000.0,0.0015654791670385233,0.0015553749981336,356.03333333333336,30
RANDOM,pin_pattern,secret_pin,0.0,0.0,0.0,1000.0,1000.0,0.0013881445353035365,0.0013883540013921,632.4333333333333,30
HILL_CLIMBING,pin_pattern,secret_pin,0.0,0.0,2344.9333333333334,8093.433333333333,8093.5,0.015494486132229163,0.0154944999958388,3.466666666666667,30
RANDOM,shipping_discount,invalid,0.0,0.0,0.0,1000.0,1000.0,0.0016789972006032434,0.00168154200218845,1.1314001991992086,30
HILL_CLIMBING,shipping_discount,invalid,0.0,0.0,60.733333333333334,8091.0,8091.0,0.018336794501131657,0.01840102049754925,1.0,30
GA_FIXED,shipping_discount,invalid,0.0,0.0,4.3,8080.0,8080.0,0.04559585409976227,0.04558841699326875,1.0,30
GA_ADAPTIVE,shipping_discount,invalid,0.0,0.0,4.3,8080.0,8080.0,0.04862831806676691,0.04862670849252025,1.0,30
RANDOM,string_category,long_palindrome,0.0,0.0,0.0,1000.0,1000.0,0.0020049916978071266,0.0020083540002815,1.0,30
RANDOM,triangle_type,equilateral,0.0,0.0,0.0,1000.0,1000.0,0.0026368333667050564,0.0026423329909448,17.766666666666666,30
RANDOM,username_category,strong_username,0.0,0.0,0.0,1000.0,1000.0,0.0030686890347472167,0.0030660004995297,1.0,30
HILL_CLIMBING,username_category,strong_username,0.0,0.0,12.8,8082.0,8082.0,0.022925019433508425,0.0229459164984291,1.0,30
GA_FIXED,username_category,strong_username,0.0,0.0,0.0,8080.0,8080.0,0.04188479576744911,0.0419184795027831,1.0,30
GA_ADAPTIVE,username_category,strong_username,0.0,0.0,0.0,8080.0,8080.0,0.04454018183217457,0.0445169159938814,1.0,30
GA_FIXED,string_category,long_palindrome,3.3333333333333335,3.3333333333333335,0.8,7877.333333333333,8080.0,0.033092858402233055,0.03335208349744785,0.9666666666666667,30
RANDOM,transaction_pattern,many_large_deposits,3.3333333333333335,3.3333333333333335,0.0,978.1,1000.0,0.00210415963083499,0.0021416664967545997,13.666666666666666,30
GA_ADAPTIVE,string_category,long_palindrome,6.666666666666667,6.666666666666667,3.933333333333333,7861.333333333333,8080.0,0.034515705500477105,0.035493687501002555,0.9333333333333333,30
HILL_CLIMBING,pin_pattern,all_same,10.0,10.0,2967.5333333333333,7416.533333333334,8093.0,0.014372348630179914,0.01567612498911325,1.7333333333333334,30
RANDOM,sign_type,zero,20.0,20.0,0.0,907.1,1000.0,0.00047007496856769,0.0005043964993091999,2.0,30
RANDOM,bmi_category,overweight,26.666666666666668,26.666666666666668,0.0,898.0666666666667,1000.0,0.0006612193988984834,0.00072545799775975,6.272945559235163,30
RANDOM,password_strength,weak_no_digit_upper,26.666666666666668,26.666666666666668,0.0,862.5333333333333,1000.0,0.0021946915003354167,0.0025126250038738,0.7333333333333333,30
HILL_CLIMBING,string_category,long_palindrome,33.33333333333333,33.33333333333333,1286.8333333333333,6673.3,8081.0,0.011410902832964536,0.013749353995080999,0.6666666666666666,30
RANDOM,bmi_category,normal,43.333333333333336,43.333333333333336,0.0,743.5666666666667,1000.0,0.0005763306670511294,0.0007508540002163,2.827439457172798,30
RANDOM,number_kind,zero,43.333333333333336,43.333333333333336,0.0,781.4333333333333,1000.0,0.00043251526609911444,0.0005463335037347501,1.1666666666666667,30
GA_ADAPTIVE,pin_pattern,all_same,50.0,50.0,40.1,5712.0,6480.0,0.03206388749919517,0.03531381249922555,0.5333333333333333,30
GA_FIXED,password_strength,weak_no_digit_upper,73.33333333333333,73.33333333333333,19.333333333333332,3760.0,2360.0,0.01660235966458756,0.01026866699976375,0.26666666666666666,30
GA_ADAPTIVE,pin_pattern,secret_pin,73.33333333333333,73.33333333333333,43.06666666666667,4816.0,3920.0,0.026962613867847977,0.02111345850426,0.4666666666666667,30
RANDOM,bmi_category,obese,83.33333333333334,83.33333333333334,0.0,426.5,371.5,0.0002999819989781427,0.0002627084977575,2.8905007804130425,30
GA_ADAPTIVE,password_strength,weak_no_digit_upper,86.66666666666667,86.66666666666667,23.166666666666668,3000.0,2360.0,0.014178756932475703,0.0108465209996211,0.13333333333333333,30
RANDOM,triangle_type,isosceles,93.33333333333333,93.33333333333333,0.0,434.46666666666664,342.5,0.0013862625991653461,0.00108714600355595,0.06666666666666667,30
GA_FIXED,pin_pattern,all_same,96.66666666666667,96.66666666666667,44.5,3733.3333333333335,3520.0,0.019828161133530812,0.0188088960057939,0.03333333333333333,30
HILL_CLIMBING,triangle_type,equilateral,96.66666666666667,96.66666666666667,2020.5,2264.0333333333333,1434.0,0.00688258199904031,0.004390187503304249,0.03333333333333333,30
GA_ADAPTIVE,triangle_type,equilateral,96.66666666666667,96.66666666666667,16.9,1666.6666666666667,1400.0,0.010644122199058328,0.00880735399550755,0.03333333333333333,30
RANDOM,triangle_type,invalid_side,96.66666666666667,96.66666666666667,0.0,338.3,286.5,0.0005761860651545709,0.000487791498017,0.06666666666666667,30
