method,function_name,target,success_rate,validation_rate,avg_generation,avg_evaluations,median_evaluations,avg_runtime,median_runtime,avg_best_fitness,total_runs
RANDOM,bmi_category,invalid_height,0.0,0.0,0.0,1000.0,1000.0,0.0006829639625114167,0.00066262501059095,0.10296931067961265,30
HILL_CLIMBING,bmi_category,invalid_height,0.0,0.0,7.166666666666667,8091.0,8091.0,0.00968463607520481,0.00973341701319435,0.1,30
GA_FIXED,bmi_category,invalid_height,0.0,0.0,1.0666666666666667,8080.0,8080.0,0.03532321803116545,0.03526643750956275,0.1,30
GA_ADAPTIVE,bmi_category,invalid_height,0.0,0.0,1.0333333333333334,8080.0,8080.0,0.03807176947205633,0.0380768960458226,0.1,30
RANDOM,string_category,long_palindrome,0.0,0.0,0.0,1000.0,1000.0,0.00239498749142507,0.00240112497704095,1.0,30
RANDOM,sign_type,zero,30.0,30.0,0.0,863.6,1000.0,0.0004884930327534309,0.00056079146452245,1.5666666666666667,30
RANDOM,number_kind,zero,43.333333333333336,43.333333333333336,0.0,781.4333333333333,1000.0,0.00039596803641563175,0.0004942080704495001,1.1666666666666667,30
RANDOM,list_pattern,sorted_with_duplicates,83.33333333333334,83.33333333333334,0.0,463.0,419.5,0.0007502306407938033,0.0007085204706527,0.16666666666666666,30
GA_FIXED,list_pattern,sorted_with_duplicates,93.33333333333333,93.33333333333333,32.266666666666666,3194.6666666666665,2960.0,0.01742416240740562,0.01573408296098925,0.06666666666666667,30
GA_FIXED,string_category,long_palindrome,93.33333333333333,93.33333333333333,21.633333333333333,2338.6666666666665,1840.0,0.009440258327716293,0.0074849374941550004,0.06666666666666667,30
